actual_risk,predicted_risk
0.0,-0.0269235
0.8287037037037037,-0.010242615
0.0,0.018594805
0.0,0.018070102
0.738197424892704,-0.0037835573
0.0,-0.03388317
0.0,-0.01026769
0.0,-0.04350694
