actual_risk,predicted_risk
0.0,-0.03912004
0.8287037037037037,-0.06133242
0.0,-0.025289383
0.0,-0.061013497
0.738197424892704,-0.05894027
0.0,-0.030578872
0.0,-0.049145997
0.0,-0.057207726
