actual_risk,predicted_risk
0.0,0.042282987
0.8287037037037037,0.03324376
0.0,0.053338908
0.0,0.030121956
0.738197424892704,0.035117578
0.0,0.03629938
0.0,0.034641895
0.0,0.03831545
