actual_risk,predicted_risk
0.0,0.00887983
0.8287037037037037,0.019915372
0.0,0.018422855
0.0,0.03423443
0.738197424892704,0.02091203
0.0,0.015357152
0.0,0.027764069
0.0,-0.002767391
