actual_risk,predicted_risk
0.0,0.09162607
0.8287037037037037,0.053252764
0.0,0.03976381
0.0,0.0038080232
0.738197424892704,0.06073695
0.0,0.082537554
0.0,0.049856793
0.0,0.041644897
